	T1	n1	T2	n2	T3	n3	T4	n4	T5	n5	T6	n6	T7	n7	T8	n8	T9	n9	T10	n10	T11	n11	T12	n12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	n27	T27	T28	n28	n29	T29	T30	T31	T32	n32	T33	n33	n34	T34	T35	n35	n36	T36	T37	T38	T39	n39	T40	n40
T69446	235.045	320.2963	146.0775	247.1413	443.3213	290.0825	331.705	299.7263	630.8788	461.0275	843.9213	441.4438	365.61	197.9363	618.815	292.0575	229.575	194.9425	341.4875	249.52	277.3213	292.855	545.5725	94.195	931.5813	266.4013	286.8263	728.73	389.4075	965.8775	710.4475	455.29	999.4988	709.8987	523.4037	975.1375	171.1213	653.3388	378.5313	742.3238	332.2325	679.7938	900.5525	1273.58	890.5613	1582.913	1417.331	446.3113	316.8338	798.6513	688.84	1018.791	784.38	594.3825	633.7725	594.2413	478.325	238.3088	824.0875	381.3875	784.1525	593.225
T69748	1193.01	1067.608	178.7063	336.8925	248.1238	144.47	1050.699	438.515	1638.244	386.28	1975.134	1137.341	307.9738	185.1438	452.895	221.4513	488.0775	435.1663	516.0763	247.4663	1145.029	768.865	272.3463	97.95875	390.8525	397.4475	610.9388	1218.008	1540.418	1634.753	1446.555	669.0862	487.4038	1064.491	937.49	505.91	443.4375	656.36	190.185	751.4037	363.65	609.2525	1188.984	2274.706	1098.615	2002.693	1144.258	566.7663	590.7088	521.0713	469.7825	1346.068	656.0313	303.2413	813.195	368.0475	214.0113	324.415	744.5237	687.3538	654.2313	459.3738
T70046	282.1875	1262.716	184.77	644.35	180.5613	115.7363	429.55	173.4	289.0263	299.4	105.5963	692.9088	503.6263	366.275	709.6975	737.8888	74.2675	146.0775	126.0763	88.82125	275.4325	652.12	61.91625	73.665	495.1825	393.1438	504.74	625.4025	801.8263	531.1313	1599.703	264.0813	200.6475	505.065	250.4188	279.3688	757.7913	153.0288	499.075	402.6438	347.7013	90.0175	1073.603	803.7825	1536.439	683.3088	1393.805	1302.09	580.545	432.055	829.0688	658.12	637.885	1146.31	172.2063	516.345	417.72	197.4538	497.0563	183.485	410.5775	511.1188
T70058	175.9038	381.4788	75.89125	107.14	357.7438	139.0688	248.92	132.9613	143.045	436.4663	1143.115	309.7375	405.765	237.8938	334.8188	224.5663	114.1388	112.1025	180.5663	258.4138	341.8213	312.9813	203.22	78.8125	450.0875	652.5575	417.9488	673.2713	1074.665	886.795	394.4538	303.7825	398.8963	406.7325	285.2538	195.5325	813.2	343.9938	388.4775	372.8038	145.1288	335.9125	193.8262	587.2638	816.635	630.9338	1035.498	509.8188	335.4163	408.7663	451.9263	435.3263	268.4425	288.8613	329.9438	299.4613	173.5038	198.0675	508.3425	514.1163	342.3175	263.4888
T70062	210.9475	176.7313	26.3325	96.3875	266.8725	127.7275	179.4837	130.1363	653.2063	242.5463	891.7988	261.435	347.4463	204.7588	331.9225	215.4075	187.22	122.4163	357.9925	196.145	286.8963	189.5938	309.4063	55.8625	448.385	211.2	111.93	470.1125	267.0675	543.095	384.9825	197.7675	490.2713	480.0788	271.72	649.94	115.0363	508.2875	191.365	405.2713	141.7513	302.805	413.71	909.6463	361.235	778.7938	1184.096	136.5188	93.38875	236.4825	143.37	971.6163	245.4988	315.1375	171.8313	282.1837	131.105	115.9913	733.9113	89.7775	198.575	220.6988
T70063	357.3925	477.5513	236.62	346.3825	426.6975	353.095	407.8525	668.9225	956.6513	787.4463	1250.079	658.0675	531.2638	389.105	649.5275	300.3	454.6688	470.8388	564.6063	587.1	548.6588	604.95	454.065	105.13	1023.443	261.5675	328.0288	991.5525	649.9288	757.0313	952.9213	672.095	556.5862	960.6075	499.5863	861.71	483.0338	841.3213	519.5675	515.985	253.7638	762.8575	1640.799	2031.143	1005.661	1800.104	1743.525	832.7213	347.665	962.2738	715.4113	1652.143	618.6	880.1075	418.9888	625.3875	461.4875	148.0538	697.43	493.3938	476.2288	677.7775
T70197	334.0095	453.0476	260.1345	481.8143	188.85	148.3786	222.981	250.5631	449.4583	258.9702	256.8714	391.6488	273.95	245.9119	479.2643	185.25	112.7857	150.331	249.6369	100.0357	363.9988	438.7238	216.5691	75.53214	576.8595	362.1619	350.9	641.1262	843.8036	542.2595	937.2881	140.2179	121.8119	484.6786	391.5798	163.3524	380.4476	216.856	298.0536	526.0452	341.1917	570.5988	478.6238	175.2571	1214.894	663.3679	633.4107	538.0298	222.8619	460.581	282.1298	633.2	564.5167	663.5643	316.7345	187.3619	279.3357	239.9452	522.856	556.9369	266.8048	388.5536
T70331	364.6375	447.2538	484.98	571.16	306.7563	239.5125	486.2825	365.065	676.2188	413.2113	376.4025	605.1613	349.995	326.235	519.5525	332.4075	126.1438	117.71	294.46	200.83	428.7175	535.115	197.365	88.45875	482.9413	370.3913	350.4613	790.0025	1076.558	789.45	1155.646	138.745	192.785	607.0237	324.7313	231.055	1293.91	213.65	538.395	448.6088	416.3513	523.115	592.17	504.5113	1001.899	531.6363	468.6475	548.9238	378.0938	601.5488	512.035	619.4612	483.2588	588.9525	291.2638	251.2288	702.665	334.8875	595.8375	381.6463	416.4825	391.305
T70595	833.9938	1485.973	235.0125	587.9313	220.8613	231.32	621.9013	488.3325	750.565	472.8138	1066.666	1628.968	470.5725	417.095	452.02	691.18	372.1388	539.7963	392.8712	271.6013	1296.434	1147.786	183.8363	127.98	375.565	495.5338	425.5538	771.3588	858.1925	1365.331	492.7725	417.9938	576.2275	368.3963	500.7663	365.29	511.1088	381.7625	111.0613	676.15	217.8188	653.31	1346.566	1175.71	1102.484	1357.176	662.6225	339.4563	536.5788	568.79	279.725	754.9963	462.9725	292.3013	347.265	165.8938	167.1275	156.9125	502.14	532.9025	392.345	515.2
T71001	273.6237	379.1237	127.3713	288.1525	181.9338	77.83125	305.9113	243.2025	651.21	88.3675	166.58	396.4375	281.8538	198.5613	309.2225	356.1338	116.8525	68.43875	265.58	76.1825	490.2925	291.9825	207.3475	21.80125	359.0725	462.4875	389.385	853.9113	866.6913	571.28	635.6988	145.7863	140.15	538.6075	501.6488	334.2588	443.4888	247.3563	259.005	416.0263	374.9375	315.84	431.1575	425.4113	744.6675	778.105	878.7038	477.4475	154.5888	180.375	469.5888	633.9238	450.7638	465.4425	275.6275	174.71	255.555	240.0775	580.5513	314.0525	345.3838	225.6713
T71025	976.2663	1933.586	415.3112	438.5163	817.3412	1815.515	737.7075	1074.213	778.605	2492.098	873.4488	1724.636	1214.456	2097.748	1924.894	2605.193	571.95	2336.164	474.035	2541.843	606.5912	1500.979	672.4588	923.9438	729.8738	287.57	651.025	865.7663	995.1975	1075.923	1533.313	762.1475	687.6263	938.1413	596.2525	1004.096	571.4225	716.155	2052.913	970.6738	479.5513	2109.36	2934.914	1657.723	2585.451	1852.549	1264.383	2485.648	1667.331	1750.024	855.775	3246.385	1284.75	2953.991	966.5075	2716.544	1491.549	536.5525	2181.83	1744.863	702.75	2287.513
T71049	184.9175	544.6813	88.78875	473.0838	146.2513	86.66625	170.6438	157.6963	407.11	154.0338	105.7488	611.7513	268.6325	353.2588	255.2988	1029.636	72.73	114.2375	265.9675	50.5325	425.8688	344.585	99.55375	50.675	378.5413	311.0113	212.4263	580.7675	601.355	339.945	247.3638	69.16625	143.3638	275.15	366.6425	194.9125	145.0838	270.1225	381.885	332.9175	292.1438	299.74	507.9863	186.7088	747.1288	376.46	364.8788	366.2525	199.5225	271.7138	274.7325	354.6225	396.6125	564.915	133.3238	250.26	8.9675	294.4925	452.0875	435.9613	157.48	235.3863
T71207	157.1438	260.03	265.7925	336.3013	108.0288	80.8875	175.19	157.3338	306.0188	153.24	119.545	345.975	120.8925	105.5338	186.9363	177.6712	49.285	66.30125	115.9113	56.23125	190.1938	236.085	70.00625	44.135	239.3388	125.2988	126.1363	330.1913	355.3538	325.5663	393.94	51.97375	57.9975	292.49	125.8475	79.525	314.9825	82.9775	250.5513	201.1463	182.95	254.7188	289.5575	191.3725	557.4175	235.4675	229.4088	324.505	134.7875	202.185	179.6763	286.63	186.4763	228.9925	175.015	149.385	357.8463	156.295	189.7713	241.37	147.7438	176.1387
T71260	173.2388	337.0638	101.5113	258.845	98.26375	55.97375	120.9825	100.1975	113.9388	94.43375	40.19375	263.3825	187.99	133.01	286.045	234.4463	45.3675	25.3925	82.51	49.455	115.19	235.2375	38.91875	13.62125	242.815	264.5313	156.9375	580.0625	556.1113	202.4512	496.5263	87.06125	98.62	202.87	295.5413	135.1763	156.8825	173.1387	144.0388	354.08	152.9925	239.1225	374.6475	66.345	440.915	239.1313	83.67	293.12	59.7225	355.4962	67.0625	178.89	249.1225	499.3013	125.3475	132.3613	223.2713	161.835	488.565	345.1938	111.48	199.5175
T71574	57.875	95.16625	75.74125	72.0525	28.48625	20.23625	59.19625	53.95625	120.705	55.1825	39.745	91.05	61.73875	41.93125	64.76	30.27875	26.85375	21.36125	57.97875	33.955	76.1425	95.34625	21.6475	29.445	71.3325	67.3175	54.8425	137.4775	165.2188	80.3525	172	26.57	32.96875	118.025	49.66125	41.81125	173.23	34.21875	63.7175	96.92125	75.24375	69.885	80.52375	83.75625	181.8088	77.88625	89.12	77.53	41.175	33.87	24.29	97.8225	103.0263	106.065	55.9425	26.08125	42.73625	62.15625	68.8825	51.59125	54.66125	55.8875
T71612	121.0425	242.3475	123.415	270.7913	82.22875	44.39875	182.8638	88.87	318.18	95.27125	79.6625	286.8788	90.9325	83.71625	167.4588	195.6675	32.2575	52.2275	94.735	49.995	315.2113	213.3688	40.4875	23.65	208.0825	144.6563	146.9488	314.4688	365.5663	299.5375	575.2737	55.89125	61.7225	251.1575	162.5388	104.7475	245.39	140.37	214.2063	180.9175	147.7363	149.6712	331.25	272.305	412.7825	260.2213	411.69	277.9	109.7025	135.0488	149.4788	147.165	207.6463	245.125	120.7725	108.2475	134.8088	119.2275	224.7113	204.71	162.0925	149.8663
T71643	147.1725	318.3438	113.745	175.6813	341.7575	290.5113	316.6463	312.1275	378.9913	492.0013	999.415	589.7913	206.92	117.5125	437.6238	114.4275	71.665	79.3875	213.16	285.5163	103.0125	157.1975	242.6088	51.91375	489.6588	194.5813	194.57	592.3938	363.5388	438.2888	521.2538	245.89	486.6163	867.925	143.5238	645.2588	459.3675	767.7175	254.805	491.075	217.7775	666.8388	818.3663	1384.488	457.3888	1466.05	1026.783	524.8938	243.2113	288.24	176.8775	627.055	318.7688	534.6988	254.7463	727.31	455.5625	293.1288	418.0788	364.8063	461.6163	463.1088
T72175	2236.789	1398.866	9984.599	8535.355	3118.788	2331.928	1363.11	1267.703	1595.588	6225.421	2539.969	9159.355	2227.921	4704.264	2699.211	5482.769	1514.914	876.735	549.15	1246.669	1127.581	6224.344	1021.715	773.64	6962.726	1071.29	1156.556	864.4038	2578.139	686.8788	592.8075	295.9125	657.235	4290.611	1637.818	850.1675	3853.275	190.6863	3756.474	2733.209	2615.829	1912.924	3640.718	337.2025	6511.179	3729.499	4890.603	2733.276	1608.289	4093.175	1090.459	2811.106	1540.34	3682.46	4831.638	2531.27	9754.07	2741.409	2350.403	2235.009	3309.035	4333.823
T72403	438.0456	543.4382	531.7927	705.0147	222.2353	187.4544	221.0691	275.0353	304.0485	297.0882	290.7573	536.3309	304.2824	337.6397	567.9853	312.5882	178.4838	169.0397	216.5221	135.5412	386.35	585.5868	179.0147	66.81471	435.3779	484.7265	218.1574	643.4029	567.3074	682.1956	740.0029	72.20441	148.4368	694.1853	256.0588	145.3941	404.7985	114.9147	761.6779	523.425	458.0471	758.8588	787.2412	439.2412	1236.863	541.5809	769.5397	618.7088	654.3044	625.6985	354.5794	743.2691	411.0353	1062.309	380.3897	331.8544	726.9588	276.0382	491.3868	587.6927	863.4897	726.7897
T72503	614.495	767.7663	446.7138	857.1575	299.8238	112.315	590.6038	232.18	1320.43	309.4213	729.725	1048.606	501.8325	380.805	780.0188	942.4763	232.2475	111.125	321.88	125.93	609.9275	641.1338	302.3338	77.405	1024.904	585.2488	505.5525	1516.901	1706.871	918.065	1170.163	181.115	286.645	835.78	460.5775	317.465	691.7025	383.88	584.385	963.2375	429.9413	331.7238	584.4988	765.1438	943.2663	708.3788	813.4963	473.4888	364.8663	721.3	724.9788	911.6263	521.295	572.675	265.0338	245.4088	346.62	381.2963	947.7575	409.1875	512.79	476.5163
T72582	608.465	686.745	538.4013	927.1075	379.5888	273.7375	587.5425	373.545	774.7737	557.8638	455.7838	759.855	424.8013	451.4963	590	851.2113	259.3375	179.1438	408.9513	181.9825	478.605	648.9025	237.6988	100.4875	529.3038	326.8625	363.3263	937.32	894.6713	933.935	928.99	82.95625	172.89	633.6188	259.7625	193.7213	872.0513	179.4463	445.6313	510.6675	429.215	491.95	542.6338	271.5375	845.59	433.7	594.915	484.585	332.1663	618.155	400.3875	596.8813	491.3475	513.7338	262.2925	179.6525	458.5738	245.1425	570.04	483.0325	355.52	398.7563
T72599	196.175	283.125	235.11	249.315	138.8363	100.9725	145.7813	153.9488	122.4813	132.6763	189.9175	229.4213	240.8713	163.5688	267.9337	178.6288	98.70375	125.2013	162.8262	114.4225	207.745	286.0763	95.62875	53.4725	183.2488	75.67375	122.2975	352.9813	224.1	312.945	337.4238	26.9825	66.52875	261.135	91.87625	58.89	119.5775	31.15125	300.5575	239.145	222.205	418.7963	340.7525	205.6275	593.4612	226.51	342.5313	273.1275	215.9313	453.77	390.8975	424.865	243.825	412.9938	173.2838	146.7913	281.2363	140.3188	345.7713	293.62	174.78	236.3075
T72863	2598.06	1672.975	2441.419	1723.58	2724.266	2289.035	1496.406	5784.121	7927.653	3830.425	6707.676	4454.963	2936.329	3301.129	5199.195	5387.966	6094.989	1894.929	2940.964	2776.229	2260.793	2329.941	7473.636	1179.735	4491.178	1387.189	967.785	4984.224	3186.303	2683.17	8021.138	2801.898	3783.525	6404.315	2530.781	2446.04	2939.048	2983.801	2126.065	2962.723	2369.64	2798.163	1989.594	4445.775	3932.206	5468.156	7351.674	1735.078	1210.816	2821.598	1019.006	5096.509	2831.091	3206.499	2266.206	2475.54	3431.566	1398.468	6527.65	995.0475	1985.226	3280.846
T72879	845.5438	1076.21	361.45	391.4763	875.7213	303.455	626.9775	374.7963	436.9513	1491.708	3249.541	1040.329	1298.53	816.205	602.7513	1061.304	825.8325	252.3013	301.5163	499.2275	853.9763	1178.74	1017.908	208.5275	1360.856	1184.98	1602.183	1824.74	3860.569	2487.624	1530.653	937.615	1003.291	1116.27	570.1125	729.6013	1378.76	1619.919	861.12	1856.196	415.2238	528.73	1371.734	2073.796	2554.6	2011.561	1976.724	968.485	812.2963	1439.291	1244.629	1242.824	840.8263	549.55	831.3738	708.72	591.1425	599.1388	2823.335	1019.504	708.0675	864.8938
T72889	366.685	664.6063	774.6025	373.88	686.1213	749.9612	708.6138	717.9275	2661.781	1015.4	1188.269	1119.253	512.6663	413.095	1362.089	368.9475	920.8663	267.06	1050.963	481.715	1740.9	853.835	2042.674	191.7025	1431.921	525.975	613.515	800.98	1182.884	1782.431	2476.311	1295.988	453.965	1194.969	2344.503	1563.649	1008.13	1100.416	726.7162	586.9013	910.8013	1110.08	1909.855	3046.248	1496.598	3260.931	1911.524	926.3375	589.5425	2114.134	1005.071	1924.73	1392.576	1239.356	1432.29	1324.158	1820.301	537.0912	1180.21	895.6025	1220.21	1567.604
T72938	1501.865	818.41	682.8525	1081.758	1184.679	741.3775	1391.785	925.9475	2935.234	1089.514	2732.793	1776.174	1088.638	876.2988	1934.341	2753.913	1379.054	634.4013	1741.15	865.9375	728.0125	730.98	2159.089	233.045	3082.451	844.2063	1029.726	4285.498	3470.44	2238.491	2655.81	1785.279	2443.99	3098.408	1491.769	2584.206	1657.836	2872.363	1097.543	1869.625	1103.961	1237.28	2605.811	3998.12	1937.686	4266.44	3465.793	1341.216	772.6438	2596.873	2312.536	4658.408	2031.641	1725.711	1455.908	1182.624	1170.873	727.6563	2213.114	907.3988	1561.508	1570.251
T73092	158.8013	282.055	60.2925	153.7225	293.19	81.8875	216.64	146.8325	604.8125	322.105	695.2713	315.2038	324.825	202.84	444.5813	172.5488	212.9713	125.1	282.87	182.6725	198.6888	212.8888	348.6888	50.7275	708.43	160.5738	214.0775	371.585	357.7275	613.225	486.4825	363.8363	803.8275	441.2163	392.8363	798.2	154.2725	429.485	271.2888	611.575	197.2325	465.4038	1115.674	1089.998	634.375	1343.871	1175.231	405.1575	311.4962	550.8688	572.345	801.215	418.8988	360.9325	326.1338	521.6838	322.435	93.63125	523.165	339.6313	567.995	508.69
T74257	808.7688	905.735	698.585	963	381.7875	237.3913	365.4362	371.495	722.15	479.9463	338.6513	907.245	611.8412	581.66	626.5363	451.8363	340.7925	465.3938	447.25	183.155	1017.063	1005.751	275.8138	267.5638	789.2388	478.43	473.615	1157.116	1124.358	860.45	1125.144	179.7675	295.2475	1138.425	490.9675	338.1738	1140.301	322.155	556.8763	533.6725	659.415	563.5163	435.4288	429.7863	834.3388	469.8138	616.1	509.4138	293.1975	599.3325	583.9825	948.1063	850.9188	719.935	328.2438	340.045	736.2963	351.28	728.965	417.9188	397.3138	427.2663
T74272	178.5738	244.6413	120.805	230.65	107.0313	100.7412	46.2075	85.125	190.5863	160.88	132.9725	217.9488	152.7988	91.105	193.9963	96.605	53.595	39.50875	94.665	87.14125	206.95	299.9525	84.86375	26.595	206.195	117.0488	133.0238	335.7288	232.1	235.0838	397.8425	43.11375	75.485	230.2	144.4625	107.3063	37.00375	75.775	231.2488	240.9675	213.1288	310.27	237.2875	159.0488	321.6575	250.0513	251.7138	246.4675	208.9263	347.21	260.3225	343.155	209.6675	327.4288	182.2513	169.2725	149.7188	166.8075	307.2988	238.345	127.0575	247.3188
T74556	591.0875	1793.953	211.4725	870.3588	326.6713	266.7225	549.0738	336.6963	814.73	556.5175	267.4	1522.936	464.0375	608.9738	378.4125	1196.98	110.1075	328.0188	358.4938	267.575	736.4275	1272.859	341.2325	115.9525	1379.778	329.6875	707.2375	1027.203	1223.963	1386.866	890.1825	235.7338	461.4813	823.6775	693.3563	394.1975	566.1913	371.9362	954.185	1107.459	600.4163	912.0775	1347.359	968.4525	1871.021	992.8063	1100.01	1240.101	644.18	1150.816	1034.445	939.7413	828.88	1723.619	319.4125	674.0088	588.1425	462.2725	2088.903	1259.353	778.595	900.6325
T74896	143.7925	189.6313	120.0188	101.7412	121.48	84.48375	139.3175	258.3138	118.1088	172.8175	397.6713	251.725	127.93	93.36125	319.6413	28.2225	319.7638	125.7063	89.585	88.465	174.0938	424.7988	43.02	60.625	146.2363	131.7188	132.7825	203.1413	271.4975	259.0125	274.735	528.4225	82.50875	316.165	127.6325	244.9113	235.2313	63.38625	58.70125	170.2975	83.65625	351.6488	450.0663	342.9763	872.4725	683.9463	1126.144	294.0088	499.6688	1608.718	157.2088	250.075	211.3525	213.5413	926.9763	161.2238	857.8875	98.66625	112.8125	289.8825	744.025	1562.015
T74906	845.9875	1198.896	1461.005	1490.764	538.1688	241.1813	322.7613	145.2725	1340.421	561.3513	743.1725	1020.119	506.5063	589.8663	801.6537	983.4175	246.2175	282.7063	380.3525	184.8538	1203.875	1325.741	253.955	157.5588	590.2787	387.1988	579.8513	1022.888	1249.94	1055.354	1552.529	155.3638	399.4613	1117.383	325.1175	412.4525	1138.485	214.4038	1601.08	1357.844	1337.01	1994.651	581.9063	803.5838	1714.03	663.2938	1504.923	804.2138	1679.316	639.4138	690.2375	1963.704	476.0688	564.7525	894.6663	472.825	536.7325	515.9688	1596.299	962.42	1052.638	894.9113
T75577	116.5375	213.5413	107.1925	140.4212	64.0225	43.64125	39.31625	42.24375	172.965	78.77375	79.89875	288.0625	38.3125	33.96625	81.85125	20.26375	44.9125	41.98625	70.89	48.0125	112.7888	201.6988	33.45	27.91875	111.3863	74.88	79.75	186.7375	169.7438	185.26	215.9313	31.8575	34.1775	222.8075	61.57	59.2625	133.1838	41.3125	197.88	131.7725	102.7313	151.7713	230.2588	107.8038	357.22	112.8125	198.6325	180.7738	170.4638	213.2988	97.05375	148.915	114.6613	229.9925	125.8725	148.75	249.2588	84.685	98.04625	165.6938	121.3838	192.6413
T76972	445.2369	601.6107	592.6667	747.1321	283.5155	170.4619	392.0214	399.3226	428.1738	347.0262	287.4179	671.6893	467.1488	405.5821	525.9905	289.3452	171.9524	210.2274	311.431	118.1679	570.0179	654.0917	146.6821	121.4452	644.8381	351.2595	319.6679	773.0893	927.5119	668.056	732.5262	140.9726	169.031	816.9369	307.3988	210.3774	772.8821	182.3083	137.3036	150.8738	271.4107	267.7774	408.1702	281.9214	533.2524	403.2655	442.0774	450.1976	120.4833	303.8321	149.3286	182.775	343.2226	396.2941	172.6679	138.3845	380.6452	260.375	272.9619	249.8464	133.1274	126.056
T77446	222.1288	218.5138	405.3825	404.4362	132.69	87.2225	189.7613	123.1725	274.3575	186.7188	140.4288	372.2763	192.0038	175.8188	276.3063	170.925	74.9775	71.83375	151.7113	48.035	244.6675	298.0713	56.7125	40.6475	257.1375	200.445	173.9625	428.08	505.6	391.715	419.2487	53.09375	100.3538	380.705	181.9963	115.28	395.9513	107.8063	291.1125	286.28	216.8963	273.04	285.83	263.6875	582.8075	296.535	344.905	280.8613	224.2238	271.495	134.035	394.3313	255.225	347.045	193.4775	149.825	243.275	182.3038	199.045	234.765	226.8763	236.425
T77537	163.5137	191.2088	120.205	265.7025	84.21625	67.115	76.36125	56.1275	217.8838	101.925	121.9488	245.7338	120.74	55.705	148.7863	159.12	65.61375	39.27625	75.69125	6.90375	176.9925	225.4625	72.6625	22.62375	161.0863	120.55	127.3288	355.1875	335.015	314.3938	387.1013	32.7075	63.5725	290.3463	109.675	72.66	133.8138	79.62375	114.35	205.5563	150.7313	215.1125	197.32	57.64	382.155	192.3513	111.6913	144.8313	82.735	201.28	97.3225	243.4863	158.6663	268.2613	90.30625	80.2025	21.81625	114.7125	248.6288	197.01	139.8138	126.0838
T78096	89.4925	133.4088	61.45	43.2025	166.3575	140.075	100.9213	223.4288	238.32	246.8988	371.3688	270.97	157.6275	190.3575	177.8163	93.0575	95.91875	102.805	171.3238	239.6713	77.93375	158.4063	176.2388	41.14625	275.3125	97.1975	66.24375	168.9138	171.4663	190.2025	329.1963	186.7913	125.0688	202.7313	126.1325	161.6025	199.0663	211.8813	163.4475	160.2025	85.19	296.4113	469.3463	330.9288	313.0563	446.875	530.9175	240.02	80.96	140.0738	59.78625	336.395	101.7013	263.0075	76.77125	219.0263	221.35	45.0375	172.1525	103.8713	104.805	218.0863
T78104	205.7225	324.1113	174.7975	145.8238	78.7875	97.395	172.26	187.6488	128.1588	217.4888	391.6113	758.97	163.9338	154.1025	162.2337	68.31125	165	123.49	88.9425	120.3525	212.2063	358.0688	56.12125	39.6675	164.5688	103.0013	125.195	186.0663	337.9063	270.49	353.1925	220.8325	145.19	228.42	156.6038	84.8125	107.1488	55.25375	133.9475	192.4863	68.445	374.0238	858.6463	370.205	660.6175	356.9425	201.1087	262	263.1875	430.9725	207.3513	259.9488	141.8563	257.0163	187.4288	241.2638	207.3463	102.26	160.235	284.0288	185.5888	461.0025
T78323	247.2963	301.6688	438.2475	152.98	157.6825	37.455	71.87625	146.2012	134.8938	98.48375	159.7463	221.8588	144.1075	88.76625	190.3325	28.68875	48.33125	19.2675	102.295	38.05125	108.1975	281.5063	26.785	6.52625	71.3975	116.7863	108.7425	208.2513	407.8763	225.1225	1717.169	133.5163	18.03875	248.6075	290.9175	91.6725	162.8838	62.52875	201.4113	257.01	227.24	132.2313	457.4813	278.4713	371.04	221.5588	118.2713	257.4463	156.0175	444.2263	81.4775	127.5813	225.64	388.3025	377.7963	300.9013	613.9625	249.2	247.4538	321.6113	123.9075	372.35
